text,size,topic
fashion,2.5914991758096444,0
love,2.5914847623942,0
rak,2.5913053762264635,0
tagsforlikes,1.1154456075542378,0
smile,1.1149534665941836,0
school,1.111182850218165,0
np,0.33335423558153743,0
mehemelery,0.21562801146911237,0
dovizzedeesitlik,0.17906309395665684,0
bizdebirlafvar,0.1783896148471614,0
mtvstars,0.15517034504537117,0
ofvotesuperfruit,0.1551700292440596,0

